pore_number,N,Canonical_STRONGs,radius,Canonical_STRONG_radius,barrier_CO2,barrier_N2,barrier_O2
190,10,AAFFFZFAAFFFZFZFFFZFAAFZFFFZFF,1.61,162AAFFFZFAAFFFZFZFFFZFAAFZFFFZFF,29.29,25.69,19.38
191,10,AAFFFZFAAFFZFFFZFZFFAAFZFFFZFF,1.61,162AAFFFZFAAFFZFFFZFZFFAAFZFFFZFF,28.11,24.88,18.65
192,10,AAFFFZFAAFFZFFFAAFFFZFAAFFZFFF,1.61,162AAFFFZFAAFFZFFFAAFFFZFAAFFZFFF,27.08,24.48,17.84
193,10,AAFFAAFFFZFFZFFAAFZFFFAAFFFZFF,1.61,162AAFFAAFFFZFFZFFAAFZFFFAAFFFZFF,29.10,26.28,19.29
194,10,AAFFFZFAAFZFFFZFFZFZFFAAFFZFFF,1.61,162AAFFFZFAAFZFFFZFFZFZFFAAFFZFFF,31.07,27.26,20.51
195,10,AAFFAAFFFZFZFFFZFAAFFZFZFFFZFF,1.61,162AAFFAAFFFZFZFFFZFAAFFZFZFFFZFF,36.26,31.59,23.98
196,10,AAFFAAFFFZFZFFFZFAAFZFFFZFZFFF,1.61,162AAFFAAFFFZFZFFFZFAAFZFFFZFZFFF,37.98,32.74,25.08
197,10,AAFFZFFFZFAAFFZFFFZFAAFFZFFFZF,1.61,162AAFFZFFFZFAAFFZFFFZFAAFFZFFFZF,19.59,17.65,12.55
198,10,AAFFFAAFFZFFFZFAAFFFAAFFZFFFZF,1.97,198AAFFFAAFFZFFFZFAAFFFAAFFZFFFZF,14.67,13.20,8.70
199,10,AAFFFAAFFFAAFFZFFFZFAAFZFFFZFF,1.97,198AAFFFAAFFFAAFFZFFFZFAAFZFFFZFF,13.95,13.03,8.28
200,10,AAFFFAAFZFFFZFFZFZFZFZFFZFFFZF,1.61,162AAFFFAAFZFFFZFFZFZFZFZFFZFFFZF,28.58,25.10,18.98
201,10,AAFFZFZFFZFFFZFAAFFZFZFFZFFFZF,1.43,143AAFFZFZFFZFFFZFAAFFZFZFFZFFFZF,60.60,44.49,39.32
202,10,AAFFAAFFFZFFZFFAAFFZFZFFZFFFZF,1.43,143AAFFAAFFFZFFZFFAAFFZFZFFZFFFZF,61.18,47.28,39.70
205,10,FFFZFFZFZFZFZFZFFFZFFZFZFZFZFZ,1.24,124FFFZFFZFZFZFZFZFFFZFFZFZFZFZFZ,60.84,46.65,39.00
206,10,AAFFZFFZFFZFFZFZFZFFZFFFZF,1.76,176AAFFZFFZFFZFFZFZFZFFZFFFZF,24.91,20.95,15.91
207,10,AAFFFZFFZFFAAFFZFFZFFZFFZF,1.76,176AAFFFZFFZFFAAFFZFFZFFZFFZF,24.39,21.32,15.47
208,10,AAFFFAAFFFZFFAAFFZFFZFFZFF,1.97,198AAFFFAAFFFZFFAAFFZFFZFFZFF,16.53,14.97,10.32
209,10,AAFFFZFZFFZFFZFFAAFFZFFFZF,2.07,208AAFFFZFZFFZFFZFFAAFFZFFFZF,8.09,6.80,3.51
210,10,AAFFZFFFZFZFZFZFFFZFZFFZFF,1.76,176AAFFZFFFZFZFZFZFFFZFZFFZFF,15.23,13.58,8.87
211,10,AAFFZFFFZFZFZFFZFZFFFZFZFF,1.76,176AAFFZFFFZFZFZFFZFZFFFZFZFF,15.54,14.06,9.13
212,10,AAFFZFFFZFZFZFFZFFZFZFFFZF,1.76,176AAFFZFFFZFZFZFFZFFZFZFFFZF,16.09,14.40,9.52
213,10,AAFFFZFZFFFAAFFZFFZFZFFFZF,1.97,198AAFFFZFZFFFAAFFZFFZFZFFFZF,16.36,14.44,10.17
214,10,AAFFFZFZFFFAAFFZFZFFFZFZFF,1.97,198AAFFFZFZFFFAAFFZFZFFFZFZFF,16.22,14.34,10.03
215,10,AAFFFZFFAAFFZFFFAAFFZFFZFF,2.07,208AAFFFZFFAAFFZFFFAAFFZFFZFF,7.20,5.96,2.94
216,10,AAFFFAAFFFZFZFFZFFAAFFFZFF,2.25,225AAFFFAAFFFZFZFFZFFAAFFFZFF,4.36,2.45,2.52
217,10,AAFFFZFFAAFFFZFZFZFFFZFZFF,2.07,208AAFFFZFFAAFFFZFZFZFFFZFZFF,6.57,5.11,2.48
218,10,AAFFFZFFAAFFFZFZFFZFZFFFZF,2.07,208AAFFFZFFAAFFFZFZFFZFZFFFZF,6.50,5.06,2.43
219,10,AAFFFZFFZFAAFFFZFFZFZFFZFF,1.76,176AAFFFZFFZFAAFFFZFFZFZFFZFF,17.42,14.91,10.48
220,10,AAFFFZFFZFZFZFFZFFFAAFFZFF,1.76,176AAFFFZFFZFZFZFFZFFFAAFFZFF,16.21,14.20,9.60
221,10,AAFFFZFFZFZFZFFFAAFFFZFZFF,2.07,208AAFFFZFFZFZFZFFFAAFFFZFZFF,6.20,4.75,2.33
222,10,AAFFFZFFZFZFZFFFZFZFZFFFZF,1.76,176AAFFFZFFZFZFZFFFZFZFZFFFZF,11.30,9.74,5.98
223,10,AAFFFZFFZFZFFAAFFFZFFZFZFF,1.76,176AAFFFZFFZFZFFAAFFFZFFZFZFF,18.52,16.19,11.28
224,10,AAFFAAFFFZFFZFZFFZFZFFZFFF,1.76,176AAFFAAFFFZFFZFZFFZFZFFZFFF,18.34,16.33,11.19
225,10,AAFFFZFAAFFFZFFZFZFFZFZFFF,2.07,208AAFFFZFAAFFFZFFZFZFFZFZFFF,8.39,6.91,3.64
226,10,ACAFFFZFFZFZFFZFFZFZFFZFFF,1.76,176ACAFFFZFFZFZFFZFFZFZFFZFFF,23.33,20.18,14.73
227,10,AAFFFAAFFFAAFFFZFZFFZFZFFF,2.40,240AAFFFAAFFFAAFFFZFZFFZFZFFF,4.18,2.66,3.04
228,10,AAFFFAAFFFZFZFZFFFZFZFZFFF,2.25,225AAFFFAAFFFZFZFZFFFZFZFZFFF,4.11,2.49,2.61
229,10,AAFFFZFZFZFFFAAFFFZFZFZFFF,2.07,208AAFFFZFZFZFFFAAFFFZFZFZFFF,5.02,3.25,2.26
230,10,FFZFFZFFZFZFFZFFZFFZFZ,2.14,215FFZFFZFFZFZFFZFFZFFZFZ,7.52,6.31,3.21
232,11,ACCAFFFZFFZFFZFZFFZFZFZFFFZFZFFF,1.61,162ACCAFFFZFFZFFZFZFFZFZFZFFFZFZFFF,46.38,40.45,31.07
234,11,AAFFFZFZFZFFZFFZFFFACCAFFFZFFZFF,1.61,162AAFFFZFZFZFFZFFZFFFACCAFFFZFFZFF,43.34,37.16,29.37
237,11,AAFFFAAFFFZFFZFACAFFFZFFZFFZFZFF,1.61,162AAFFFAAFFFZFFZFACAFFFZFFZFFZFZFF,48.15,39.49,31.54
238,11,AAFFFZFZFZFFZFFZFFFACAFZFFZFFFZF,1.61,162AAFFFZFZFZFFZFFZFFFACAFZFFZFFFZF,31.68,29.50,21.73
240,11,AAFFFZFZFFZFFFACAFZFFZFFFZFZFZFF,1.61,162AAFFFZFZFFZFFFACAFZFFZFFFZFZFZFF,27.93,25.10,18.71
243,11,AAFFFZFACAFFFZFFZFFZFZFFAAFFZFFF,1.61,162AAFFFZFACAFFFZFFZFFZFZFFAAFFZFFF,39.66,33.01,25.86
244,11,AAFFFZFAAFFFZFZFFFZFACAFFFZFFZFF,1.61,162AAFFFZFAAFFFZFZFFFZFACAFFFZFFZFF,37.40,30.76,24.47
246,11,AAFFFZFZFFFZFACAFFFZFZFFFZFZFZFF,1.61,162AAFFFZFZFFFZFACAFFFZFZFFFZFZFZFF,37.19,32.09,24.57
248,11,AAFFFZFFAAFFZFFFZFACAFFFZFFZFFZF,1.61,162AAFFFZFFAAFFZFFFZFACAFFFZFFZFFZF,23.21,22.25,15.56
249,11,AAFFFAAFFFAAFFZFFFZFACAFFFZFFZFF,1.97,198AAFFFAAFFFAAFFZFFFZFACAFFFZFFZFF,19.07,17.59,12.24
250,11,AAFFFZFAAFFFZFZFFZFFFACAFZFFFZFF,1.61,162AAFFFZFAAFFFZFZFFZFFFACAFZFFFZFF,29.51,26.27,19.82
252,11,AAFFFZFZFZFFZFZFFFZFFACAFZFFFZFF,1.61,162AAFFFZFZFZFFZFZFFFZFFACAFZFFFZFF,28.79,26.15,19.40
253,11,AAFFFZFFAAFFZFFZFFFACAFZFFFZFFZF,1.61,162AAFFFZFFAAFFZFFZFFFACAFZFFFZFFZF,26.54,23.53,17.73
254,11,AAFFFZFZFZFFZFFFZFACAFFFZFZFFFZF,1.61,162AAFFFZFZFZFFZFFFZFACAFFFZFZFFFZF,32.05,27.79,21.35
257,11,AAFFFAAFFFZFZFFFACAFZFFFZFFZFZFF,1.97,198AAFFFAAFFFZFZFFFACAFZFFFZFFZFZFF,19.84,17.49,12.48
258,11,AAFFFZFZFZFFFZFFACAFZFFFZFFZFZFF,1.61,162AAFFFZFZFZFFFZFFACAFZFFFZFFZFZFF,30.51,26.77,20.46
261,11,AAFFFZFFACAFZFFFZFFZFZFFZFZFZFFF,1.61,162AAFFFZFFACAFZFFFZFFZFZFFZFZFZFFF,33.95,30.42,22.84
262,11,AAFFFZFFZFFACAFZFFFZFFZFZFFZFZFF,1.43,143AAFFFZFFZFFACAFZFFFZFFZFZFFZFZFF,80.43,58.77,51.49
269,11,AAFFZFFFZFZFFACAFFZFFFZFZFFZFZFF,1.43,143AAFFZFFFZFZFFACAFFZFFFZFZFFZFZFF,59.79,41.16,38.89
270,11,AAFFZFFFACAFFFZFFZFFACAFFFZFFZFF,1.61,162AAFFZFFFACAFFFZFFZFFACAFFFZFFZFF,31.05,26.27,20.48
271,11,AAFFFZFAAFFFZFFZFFACAFFFZFZFFFZF,1.61,162AAFFFZFAAFFFZFFZFFACAFFFZFZFFFZF,34.68,28.48,22.61
273,11,AAFFAAFFFZFFZFFACAFFFZFFAAFFFZFF,1.61,162AAFFAAFFFZFFZFFACAFFFZFFAAFFFZFF,21.65,20.14,14.05
275,11,AAFFAAFFFZFFZFFACAFFZFFFZFZFZFFF,1.61,162AAFFAAFFFZFFZFFACAFFZFFFZFZFZFFF,25.67,23.30,17.04
277,11,AAFFFACAFFZFFZFFFAAFFZFZFZFFZFFF,1.61,162AAFFFACAFFZFFZFFFAAFFZFZFZFFZFFF,32.32,27.72,21.29
278,11,AAFFFZFFACAFFZFFZFFFAAFFZFZFZFFF,1.61,162AAFFFZFFACAFFZFFZFFFAAFFZFZFZFFF,27.93,25.49,18.58
280,11,AAFFFZFFACAFFFZFFZFFZFAAFFZFFFZF,1.61,162AAFFFZFFACAFFFZFFZFFZFAAFFZFFFZF,21.90,21.04,14.48
281,11,AAFFFZFFACAFFFZFFZFZFFFACAFFFZFF,1.61,162AAFFFZFFACAFFFZFFZFZFFFACAFFFZFF,28.33,26.34,19.10
282,11,AAFFFZFFAAFFFZFFACAFFFZFZFFFZFZF,1.61,162AAFFFZFFAAFFFZFFACAFFFZFZFFFZFZF,23.73,22.58,15.75
284,11,AAFFFAAFFFAAFFFZFFACAFFFZFZFFFZF,1.97,198AAFFFAAFFFAAFFFZFFACAFFFZFZFFFZF,16.88,15.32,10.33
285,11,AAFFFAAFFFAAFFFZFFACAFFZFFFZFZFF,1.97,198AAFFFAAFFFAAFFFZFFACAFFZFFFZFZFF,14.55,13.39,8.68
286,11,AAFFFZFAAFFZFFFAAFFZFFFACAFFZFFF,1.61,162AAFFFZFAAFFZFFFAAFFZFFFACAFFZFFF,20.26,18.86,13.04
287,11,AAFFFAAFFFZFZFFFACAFFZFFFAAFFFZF,1.97,198AAFFFAAFFFZFZFFFACAFFZFFFAAFFFZF,15.94,14.18,9.54
288,11,AAFFFZFAAFFFZFZFZFFFZFFACAFFZFFF,1.61,162AAFFFZFAAFFFZFZFZFFFZFFACAFFZFFF,24.85,22.35,16.47
290,11,AAFFFACAFFZFFFAAFFFZFZFZFZFFZFFF,1.61,162AAFFFACAFFZFFFAAFFFZFZFZFZFFZFFF,31.86,29.37,21.65
291,11,AAFFFZFFACAFFZFFFAAFFFZFZFZFZFFF,1.61,162AAFFFZFFACAFFZFFFAAFFFZFZFZFZFFF,26.98,24.79,17.94
292,11,AAFFZFFFZFAAFFZFFZFFFACAFFZFFFZF,1.61,162AAFFZFFFZFAAFFZFFZFFFACAFFZFFFZF,24.90,21.69,16.44
293,11,AAFFFZFFAAFZFFFZFZFFFACAFFZFFFZF,1.61,162AAFFFZFFAAFZFFFZFZFFFACAFFZFFFZF,24.19,21.29,15.86
294,11,AAFFFZFFAAFFZFZFFFZFFACAFFZFFFZF,1.61,162AAFFFZFFAAFFZFZFFFZFFACAFFZFFFZF,20.57,18.66,13.28
295,11,ACAFFFZFFZFZFFFACAFFZFFFZFZFZFFF,1.61,162ACAFFFZFFZFZFFFACAFFZFFFZFZFZFFF,32.44,28.52,21.59
296,11,AAFFFACAFFZFFFZFZFZFFFAAFZFFZFFF,1.61,162AAFFFACAFFZFFFZFZFZFFFAAFZFFZFFF,32.44,27.35,21.38
297,11,AAFFZFFFACAFFZFFFZFZFFAAFZFFFZFF,1.61,162AAFFZFFFACAFFZFFFZFZFFAAFZFFFZFF,20.21,18.58,13.10
298,11,AAFFFAAFFZFFFAAFFFACAFFZFFFZFZFF,1.97,198AAFFFAAFFZFFFAAFFFACAFFZFFFZFZFF,15.39,13.67,9.16
299,11,AAFFZFFFZFZFZFFFACAFFZFFFZFZFFZF,1.61,162AAFFZFFFZFZFZFFFACAFFZFFFZFZFFZF,25.15,23.10,16.71
300,11,AAFFFACAFFZFFFZFZFFZFAAFFFZFZFFF,1.97,198AAFFFACAFFZFFFZFZFFZFAAFFFZFZFFF,16.57,14.79,9.94
301,11,AAFFFACAFFZFFFZFZFFZFZFZFZFFFZFF,1.61,162AAFFFACAFFZFFFZFZFFZFZFZFZFFFZFF,29.56,25.80,19.58
302,11,AAFFFACAFFFZFFZFFZFZFZFZFFZFFFZF,1.61,162AAFFFACAFFFZFFZFFZFZFZFZFFZFFFZF,31.23,27.69,20.81
303,11,AAFFFACAFFFZFFZFFZFZFAAFFFZFFZFF,1.61,162AAFFFACAFFFZFFZFFZFZFAAFFFZFFZFF,37.31,32.41,25.07
304,11,AAFFFAAFFFZFFAAFFFACAFFFZFFZFFZF,1.97,198AAFFFAAFFFZFFAAFFFACAFFFZFFZFFZF,16.40,14.40,9.70
305,11,AAFFFAAFFZFFZFFFACAFFFAAFFZFFFZF,1.97,198AAFFFAAFFZFFZFFFACAFFFAAFFZFFFZF,17.83,16.25,11.25
306,11,AAFFFACAFFFZFFZFZFFFAAFZFZFFFZFF,1.61,162AAFFFACAFFFZFFZFZFFFAAFZFZFFFZFF,32.51,28.23,21.77
307,11,AAFFFACAFFFZFZFFFZFZFZFZFZFFFZFF,1.61,162AAFFFACAFFFZFZFFFZFZFZFZFZFFFZFF,29.51,26.39,19.65
308,11,AAFFFAAFFFACAFFFZFFZFFZFAAFFZFFF,1.97,198AAFFFAAFFFACAFFFZFFZFFZFAAFFZFFF,13.75,12.73,7.90
309,11,AAFFFACAFFFZFFZFZFFFACAFFFZFZFFF,1.97,198AAFFFACAFFFZFFZFZFFFACAFFFZFZFFF,19.97,17.85,12.43
310,11,AAFFFACAFFFZFZFFFZFZFAAFFFZFZFFF,1.97,198AAFFFACAFFFZFZFFFZFZFAAFFFZFZFFF,16.75,14.92,10.02
311,11,AAFFFAAFFZFFFAAFFFACAFFFZFZFFFZF,1.97,198AAFFFAAFFZFFFAAFFFACAFFFZFZFFFZF,16.50,14.82,10.01
312,11,AAFFFACAFFFZFFAAFFFZFFAAFZFFZFFF,1.61,162AAFFFACAFFFZFFAAFFFZFFAAFZFFZFFF,24.16,21.61,15.80
313,11,AAFFFAAFFFZFZFFFACAFFFAAFFFZFFZF,1.97,198AAFFFAAFFFZFZFFFACAFFFAAFFFZFFZF,19.14,17.00,11.99
314,11,AAFFFACAFFFZFZFFZFFFAAFZFZFFZFFF,1.61,162AAFFFACAFFFZFZFFZFFFAAFZFZFFZFFF,36.06,30.36,23.59
315,11,AAFFFACAFFFAAFFFZFFZFZFZFZFFZFFF,1.61,162AAFFFACAFFFAAFFFZFFZFZFZFZFFZFFF,31.18,27.37,20.61
318,11,AAFFZFFFZFZFZFFFACAFFFZFZFFFZFZF,1.61,162AAFFZFFFZFZFZFFFACAFFFZFZFFFZFZF,25.26,23.48,16.81
320,11,AAFFZFFFACAFFFZFZFFFZFAAFZFFFZFF,1.61,162AAFFZFFFACAFFFZFZFFFZFAAFZFFFZFF,22.44,20.17,14.60
321,11,AAFFZFFFACAFFFZFFZFFAAFZFFZFFFZF,1.61,162AAFFZFFFACAFFFZFFZFFAAFZFFZFFFZF,22.34,20.32,14.68
324,11,AAFAAFFFZFFZFFZFZFZFZFFFAAFFFZFF,1.61,162AAFAAFFFZFFZFFZFZFZFZFFFAAFFFZFF,31.45,28.93,21.24
325,11,AAFAAFFFZFFZFFZFAAFFFZFZFZFFFZFF,1.61,162AAFAAFFFZFFZFFZFAAFFFZFZFZFFFZFF,32.01,27.86,21.25
328,11,AAFAAFFFZFZFFFZFZFZFZFFZFZFFFZFF,1.61,162AAFAAFFFZFZFFFZFZFZFZFFZFZFFFZFF,35.76,31.40,23.73
330,11,AAFAAFFFAAFFFZFFZFZFZFZFFZFFZFFF,1.61,162AAFAAFFFAAFFFZFFZFZFZFZFFZFFZFFF,33.06,28.33,21.75
332,11,AAFAAFFFZFFZFFZFAAFFFAAFFFZFZFFF,1.97,198AAFAAFFFZFFZFFZFAAFFFAAFFFZFZFFF,19.05,17.04,11.88
333,11,AAFAAFFFZFFZFFAAFFFAAFZFFFZFZFFF,1.61,162AAFAAFFFZFFZFFAAFFFAAFZFFFZFZFFF,36.69,30.06,23.89
336,11,AAFAAFFFZFFAAFFFZFFAAFZFFZFFZFFF,1.61,162AAFAAFFFZFFAAFFFZFFAAFZFFZFFZFFF,24.83,22.43,16.30
337,11,AAFFFZFFZFFZFZFZFZFFZFFZFFFAAFZF,1.43,143AAFFFZFFZFFZFZFZFZFFZFFZFFFAAFZF,69.50,43.84,44.71
340,11,AAFFFAAFFZFFFZFZFZFAAFFFZFFZFFZF,1.61,162AAFFFAAFFZFFFZFZFZFAAFFFZFFZFFZF,32.22,27.72,21.25
341,11,AAFFFAAFFZFFZFFFAAFZFZFZFFFZFFZF,1.61,162AAFFFAAFFZFFZFFFAAFZFZFZFFFZFFZF,32.52,28.12,21.60
346,11,AAFFFAAFFFZFFZFZFAAFFFZFZFFFZFZF,1.61,162AAFFFAAFFFZFFZFZFAAFFFZFZFFFZFZF,33.03,28.54,21.71
347,11,AAFFFAAFFFZFFZFZFAAFFZFFFZFZFFZF,1.61,162AAFFFAAFFFZFFZFZFAAFFZFFFZFZFFZF,32.31,27.98,21.32
351,11,AAFFFAAFFFZFZFFFAAFZFZFFZFFFZFZF,1.97,198AAFFFAAFFFZFZFFFAAFZFZFFZFFFZFZF,16.02,14.28,9.56
353,11,AAFFFAAFFFZFFZFZFZFZFZFFFZFFZFZF,1.61,162AAFFFAAFFFZFFZFZFZFZFZFFFZFFZFZF,30.76,26.60,20.28
356,11,AAFZFFFZFFZFZFFZFZFZFZFFFZFFZFZF,1.43,143AAFZFFFZFFZFZFFZFZFZFZFFFZFFZFZF,54.73,42.35,36.03
359,11,AAFFFZFFAAFZFFZFZFFFZFFAAFZFZFFF,1.61,162AAFFFZFFAAFZFFZFZFFFZFFAAFZFZFFF,26.94,24.13,17.72
360,11,AAFFFZFFZFFAAFZFZFFFZFZFFFAAFZFF,1.61,162AAFFFZFFZFFAAFZFZFFFZFZFFFAAFZFF,35.42,30.78,23.40
361,11,AAFFFZFZFFFZFZFAAFZFFFZFFZFZFFZF,1.61,162AAFFFZFZFFFZFZFAAFZFFFZFFZFZFFZF,39.36,33.16,25.68
362,11,AAFFFAAFFFZFFZFAAFFFAAFFZFFFZFZF,1.61,162AAFFFAAFFFZFFZFAAFFFAAFFZFFFZFZF,35.09,29.90,23.07
363,11,AAFFFAAFFZFFFZFZFAAFFZFFFAAFFFZF,1.61,162AAFFFAAFFZFFFZFZFAAFFZFFFAAFFFZF,28.90,25.74,19.17
364,11,AAFFAAFFFAAFFZFFFZFZFAAFFZFFZFFF,1.61,162AAFFAAFFFAAFFZFFFZFZFAAFFZFFZFFF,29.70,25.67,19.56
365,11,AAFFFAAFFZFFFZFZFAAFZFFFZFFZFZFF,1.61,162AAFFFAAFFZFFFZFZFAAFZFFFZFFZFZFF,33.82,28.81,22.32
366,11,AAFFFZFFAAFFZFFFZFAAFZFFZFFFZFZF,1.61,162AAFFFZFFAAFFZFFFZFAAFZFFZFFFZFZF,19.60,17.96,12.64
367,11,AAFFFZFFAAFZFFZFFFZFZFAAFFZFFFZF,1.61,162AAFFFZFFAAFZFFZFFFZFZFAAFFZFFFZF,18.81,17.34,12.01
368,11,AAFFFAAFFFZFFAAFFFAAFZFFZFFFZFZF,1.97,198AAFFFAAFFFZFFAAFFFAAFZFFZFFFZFZF,14.53,12.87,8.50
369,11,AAFFFAAFFFAAFFFZFFAAFZFZFFFZFFZF,1.97,198AAFFFAAFFFAAFFFZFFAAFZFZFFFZFFZF,13.01,12.07,7.51
372,11,AAFFFAAFFZFFFZFZFZFZFZFFZFFFZFZF,1.61,162AAFFFAAFFZFFFZFZFZFZFZFFZFFFZFZF,28.34,24.57,18.75
382,11,AAFFFAAFFFZFFZFAAFZFFFZFFAAFFFZF,1.61,162AAFFFAAFFFZFFZFAAFZFFFZFFAAFFFZF,27.97,24.29,18.40
384,11,AAFFAAFFFAAFFFZFFZFAAFZFFFZFZFFF,1.61,162AAFFAAFFFAAFFFZFFZFAAFZFFFZFZFFF,34.23,30.17,22.73
385,11,AAFFFAAFFFZFFZFAAFZFFZFFFZFZFZFF,1.61,162AAFFFAAFFFZFFZFAAFZFFZFFFZFZFZFF,33.07,28.41,21.86
387,11,AAFFZFFFZFAAFFZFFFZFAAFZFFFZFFZF,1.61,162AAFFZFFFZFAAFFZFFFZFAAFZFFFZFFZF,17.59,16.25,11.22
388,11,AAFFFAAFFZFFFZFAAFFFAAFZFFFZFFZF,1.97,198AAFFFAAFFZFFFZFAAFFFAAFZFFFZFFZF,13.78,12.30,8.04
389,11,AAFFFAAFFFAAFFZFFFZFAAFZFFZFFFZF,1.97,198AAFFFAAFFFAAFFZFFFZFAAFZFFZFFFZF,12.55,11.74,7.27
391,11,AAFFFZFAAFFFZFZFFFZFAAFZFFZFFFZF,1.61,162AAFFFZFAAFFFZFZFFFZFAAFZFFZFFFZF,25.63,23.21,17.01
396,11,AAFFFZFAAFZFFZFFFZFZFZFFAAFFZFFF,1.61,162AAFFFZFAAFZFFZFFFZFZFZFFAAFFZFFF,27.76,24.83,18.32
397,11,AAFFFZFAAFFZFFFAAFFFZFAAFZFFFZFF,1.61,162AAFFFZFAAFFZFFFAAFFFZFAAFZFFFZFF,25.53,23.06,16.87
398,11,AAFFAAFFFZFFZFFAAFZFFFAAFFZFFFZF,1.61,162AAFFAAFFFZFFZFFAAFZFFFAAFFZFFFZF,27.36,24.62,18.20
399,11,AAFFFZFAAFZFFFZFFZFZFFAAFZFFFZFF,1.61,162AAFFFZFAAFZFFFZFFZFZFFAAFZFFFZFF,29.49,25.59,19.46
400,11,AAFFAAFFZFFFAAFFFZFAAFFZFZFFFZFF,1.61,162AAFFAAFFZFFFAAFFFZFAAFFZFZFFFZFF,27.16,24.47,17.88
401,11,AAFFAAFFFZFZFFFZFAAFZFFFAAFFFZFF,1.61,162AAFFAAFFFZFZFFFZFAAFZFFFAAFFFZFF,28.75,25.67,18.97
405,11,AAFFAAFFFZFFZFFAAFFAAFFZFFFZFZFF,1.43,143AAFFAAFFFZFFZFFAAFFAAFFZFFFZFZFF,56.75,43.09,36.85
407,11,ACAFFFZFFZFFZFZFZFFZFFZFFZFF,1.76,176ACAFFFZFFZFFZFZFZFFZFFZFFZFF,30.22,24.09,19.40
408,11,AAFFZFFZFFZFFZFZFZFZFFFZFFZF,1.76,176AAFFZFFZFFZFFZFZFZFZFFFZFFZF,22.64,19.35,14.29
409,11,AAFFFZFZFFFZFAAFFZFFZFFZFFZF,1.76,176AAFFFZFZFFFZFAAFFZFFZFFZFFZF,23.13,19.97,14.60
410,11,AAFFFAAFFZFFFZFAAFFZFFZFFZFF,1.97,198AAFFFAAFFZFFFZFAAFFZFFZFFZFF,16.18,15.02,10.28
411,11,AAFFFZFZFFZFFZFFAAFZFFFZFFZF,2.07,208AAFFFZFZFFZFFZFFAAFZFFFZFFZF,8.47,7.19,3.90
412,11,AAFFZFFZFZFFFZFZFZFZFFZFFFZF,1.76,176AAFFZFFZFZFFFZFZFZFZFFZFFFZF,15.14,13.46,8.83
413,11,AAFFZFZFFFZFZFFZFZFZFFZFFFZF,1.76,176AAFFZFZFFFZFZFFZFZFZFFZFFFZF,16.23,14.59,9.68
414,11,AAFZFFFZFFZFZFZFFZFFZFZFFFZF,1.76,176AAFZFFFZFFZFZFZFFZFFZFZFFFZF,17.62,15.59,10.68
415,11,AAFFZFFFZFZFFAAFFZFFZFFZFFZF,1.76,176AAFFZFFFZFZFFAAFFZFFZFFZFFZF,22.42,19.26,14.08
416,11,AAFFZFFZFFFACAFFFZFZFFZFFZFF,2.07,208AAFFZFFZFFFACAFFFZFZFFZFFZFF,9.33,8.19,4.43
417,11,AAFFFZFFZFFAAFFZFFZFZFFFZFZF,1.76,176AAFFFZFFZFFAAFFZFFZFZFFFZFZF,16.30,14.46,9.62
418,11,AAFFFZFFZFFAAFFZFZFFFZFZFFZF,1.76,176AAFFFZFFZFFAAFFZFZFFFZFZFFZF,15.63,14.04,9.15
419,11,AAFFFZFFZFFAAFZFFFZFZFFZFFZF,1.76,176AAFFFZFFZFFAAFZFFFZFZFFZFFZF,15.86,14.13,9.29
420,11,AAFFFAAFFFZFFAAFFZFFZFZFFFZF,1.97,198AAFFFAAFFFZFFAAFFZFFZFZFFFZF,13.62,12.34,8.23
421,11,AAFFFAAFFFZFFAAFFZFZFFFZFZFF,1.97,198AAFFFAAFFFZFFAAFFZFZFFFZFZFF,13.24,11.97,7.90
422,11,AAFFFAAFFFZFFAAFZFFFZFZFFZFF,1.97,198AAFFFAAFFFZFFAAFZFFFZFZFFZFF,13.98,12.69,8.50
423,11,AAFFFZFFAAFZFFFZFFAAFFZFFZFF,2.07,208AAFFFZFFAAFZFFFZFFAAFFZFFZFF,6.57,5.45,2.64
424,11,AAFFFAAFFFZFZFFZFFAAFFZFFFZF,2.25,225AAFFFAAFFFZFZFFZFFAAFFZFFFZF,4.09,2.41,2.47
425,11,AAFFFZFZFZFFFZFZFFAAFFZFFFZF,2.07,208AAFFFZFZFZFFFZFZFFAAFFZFFFZF,5.77,4.39,2.17
426,11,AAFFFZFZFFZFZFFFZFAAFFZFFFZF,2.07,208AAFFFZFZFFZFZFFFZFAAFFZFFFZF,5.94,4.59,2.17
427,11,AAFFFZFFZFZFFZFFAAFFZFFFZFZF,1.76,176AAFFFZFFZFZFFZFFAAFFZFFFZFZF,16.89,14.55,10.17
428,11,AAFFFZFFZFZFZFZFFFZFFAAFFZFF,1.76,176AAFFFZFFZFZFZFZFFFZFFAAFFZFF,14.73,12.98,8.62
429,11,AAFFFZFZFFAAFFZFFFZFZFZFZFFF,2.07,208AAFFFZFZFFAAFFZFFFZFZFZFZFFF,5.66,4.20,2.30
430,11,AAFFZFFFZFZFZFZFFFZFZFZFFFZF,1.76,176AAFFZFFFZFZFZFZFFFZFZFZFFFZF,9.85,8.48,5.01
431,11,AAFFFZFFZFZFFAAFFZFFFZFZFZFF,1.76,176AAFFFZFFZFZFFAAFFZFFFZFZFZFF,16.24,14.44,9.73
432,11,AAFFAAFFFZFFZFZFFZFZFZFFFZFF,1.76,176AAFFAAFFFZFFZFZFFZFZFZFFFZFF,16.18,14.45,9.69
